1.Basin.Name;2.Type.Source;3.Reference
Jokulsa.Flotsdal;paper;Guðbergsson G. (2011) Catch statistics for Icelandic rivers and lakes 2010. Institute of Freshwater Fisheries, report VMST/11044.
Jordana.Draw;online.database;NatureServe. 2010. Digital Distribution Maps of the Freshwater Fishes in the Conterminous United States. Version 3.0. Arlington, VA. U.S.A. (http://www.natureserve.org/getData/fishMaps.jsp)
Josan.Ho;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Juan.Blanco;online.database;http://databasin.org/ or http://www.fundacionoga.org.ar/index.html or http://www.mnrj.ufrj.br/ (all sources consulted in 2013)
Jucar;book;Doadrio I (2001) Atlas y Libro Rojo de los Peces Continentales de Espana. Ministerio de Medio Ambiente: Madrid.
Jucurucu;online.database;http://databasin.org/ or http://www.fundacionoga.org.ar/index.html or http://www.mnrj.ufrj.br/ (all sources consulted in 2013)
Jucurucu;paper;Mattos J.L.O. & Lima S.M.Q..2010. Microcambeva draco, a new species from northeastern Brazil (Siluriformes: Trichomycteridae). Ichthyological Exploration of Freshwaters, 21(3): 233-238.
Jucurucu;paper;Sarmento-Soares & Martins-Pinheiro 2009 Diversidade e endemismo de peixes de riacho no extremo sul da Bahia. Boletim SBI n97
Jucurucu;paper;Sarmento-Soares et al 2009 A fauna de peixes na bacia do rio Jucuruçu leste de Minas Gerais e extremo sul da Bahia. Pan-American Journal of Aquatic Sciences (2009), 4(2): 193-207
Jucurucu;report;"Sarmento-Soares L.M. et al. 2007. Evaluation of fish fauna in less explored aquatic systems of southern Bahia, BioBahia project Part I; http://www.nossacasa.net/biobahia/default.asp?menu=2"
Jucurucu;paper;Sarmento-Soares L.M., Lehmann A.P. & Martins-Pinheiro R.F..2009. Parotocinclus arandai, a new species of hypoptopomatine catfish (Siluriformes: Loricariidae) from the upper rios Jucuruçu and Buranhém, States of Bahia and Minas Gerais, Brazil. Neotrop. ichthyol., 7(2) : 191-198.
Jucurucu;paper;Sarmento-Soares L.M., Martins-Pinheiro R.F., Aranda A.T. & Chamon C.C..2005. Trichomycterus pradensis a new catfish from southern Bahia coastal rivers, northeastern Brazil (Siluriformes: Trichomycteridae). Ichthyological Exploration of Freshwaters, 16(4): 289-302.
Jucurucu;paper;Sarmento-Soares L.M., Martins-Pinheiro R.F., Aranda A.T. & Chamon C.C..2006. Microglanis pataxo, a new catfish from southern Bahia coastal rivers, northeastern Brazil (Siluriformes: Pseudopimelodidae). Neotropical Ichthyology, 4(2): 157-166.
Jupiter;book;Scott W.B. & Crossman E.J.. 1974. Poissons d'eau douce du Canada. Ministère de l'Environnement, Canada, 184: 1026 p.                           
Jurong;book;Alfred, ER. 1966. The freshwater fishes of Singapore. Zoologische Verhandelingen. 78
Jurubatuba;online.database;http://databasin.org/ or http://www.fundacionoga.org.ar/index.html or http://www.mnrj.ufrj.br/ (all sources consulted in 2013)
Jurubatuba;paper;Mattox & Iglesias 2010 Ichthyofauna of Rio Jurubatuba, Santos, São Paulo: a high diversity refuge in impacted lands. Biota Neotropica, 10:107-114
Jurubatuba;paper;Mattox, G. M. T. & Iglesias, J. M. P. Ichthyofauna of Rio Jurubatuba, Santos, São Paulo: a high diversity refuge in impacted lands. Biota Neotropica 10, 107–114 (2010)
Kaba;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Kaba;report;Institut de Recherche pour le Développement (D. Paugy). 2004. UR 131 - Variabilité environnementale et stratégies biologiques des communautés aquatiques - Biodiversité des grands cours d'eau. M.N.H.N., Paris, France.
Kabeljousrivier;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Kaberla;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Kachigal.Ara;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kadalundi;PhD.Chapter;Biju CR. 2010. CURRENT STATUS AND DISTRIBUTION OF FISH FAUNA OF NORTHERN KERALA (Chapter 2). In : Habitat and distribution of hill stream fishes of Northern Kerala (North of Palghat Gap), PhD. Thesis.  Mahatma Gandhi University. http://shodhganga.inflibnet.ac.in/handle/10603/363
Kaeda;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Kaeo;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kaesan.josuji;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Kahak.chosuji;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Kahutara;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kai.Iwi;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kaipara;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kaituna;report;Boubée J. & Baker C.. 2005. Kaituna River fish inventory. Report prepared for Environment Bay of Plenty, National Institute of  Water & Atmospheric Research Ltd, Hamilton, New Zealand. 7 p.
Kaituna;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kaituna.2;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kaiwaka;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kaiwhata;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kajwa.je;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Kakaho;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kakanui;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kakum;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Kal.aru;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kal.e.Shur;online.database;www.briancoad.com (consulted in 2007)
Kala.Oya;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kalabakan;book;Inger & Kong. 1962. The freshwater fishes of North Borneo with a supplementary chapter by Chin Phui Kong. Natural History Publications, Kota Kinabalu, Borneo
Kalabakan;book;Inger & Kong. 1962. The freshwater fishes of North Borneo. Fieldiana: Zoology. Vol. 45. Chicago Natural Histiry Museum
Kalagamu.Oya;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kalamas;paper;Economou et al. 2007. The freshwater ichthyofauna of Greece - an update based on a hydrographic basin survey. Mediterranean Marine Science, Volume 8/1, 2007, 91-166
Kalgan;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Kalgan;report;Morgan D.L., Gill H.S. & Potter I.C.. 1998. Distribution, identification and biology of freshwater fishes in south-western Australia. Records of the Western Australian Museum Supplement, 56: 97 p.
Kalixalven;online.database;Swedish Electrofishing RegiSter - SERS. Swedish University of Agricultural Sciences, Department of Aquatic Resources. http://www.slu.se/elfiskeregistret
Kallada;paper;Abraham et al. 2011. Freshwater fish fauna of the Ashambu Hills landscape, southern Western Ghats, India, with notes on some range extensions. Journal of Threatened Taxa | www.threatenedtaxa.org | March 2011 | 3(3): 1585-1593
Kallada;book;Jayaram K.C.. 2004. The freshwater fishes of the Indian Region. Narendra Publishing House, Delhi, 571 p. ISBN: 81-85375-54-2.
Kallada;report;Kurup B.M., Radhakrishnan K.V. & Manojkumar T.G.. 2004. Biodiversity Status of Fishes Inhabiting Rivers of Kerala (S. India) With Special Reference to Endemism, Threats and Conservation Measures. Food and Agriculture Organization of the United Nations (FAO), Regional Office for Asia and the Pacific, Mekong River Commission, Fisheries Programme, 36 p.
Kallada;paper;Pethiyagoda R. & Kottelat M.. 2005. A review of the barbs of the Puntius filamentosus group (teleostei: cyprinidae) of southern India and Sri Lanka. The Raffles Bulletin of Zoology, 12: 127-144.
Kallada;paper;Pethiyagoda R. & Kottelat M.. 2005. The Identity of the South Indian barb Puntius mahecola (Teleostei: Cyprinidae). The Raffle Bulletin of Zoology, 12: 145-152.
Kallayi;PhD.Chapter;Biju CR. 2010. CURRENT STATUS AND DISTRIBUTION OF FISH FAUNA OF NORTHERN KERALA (Chapter 2). In : Habitat and distribution of hill stream fishes of Northern Kerala (North of Palghat Gap), PhD. Thesis.  Mahatma Gandhi University. http://shodhganga.inflibnet.ac.in/handle/10603/363
Kalu.Ganga;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kamchatka;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. I. ISBN: 5-02-006507-2.
Kamchatka;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. II. ISBN: 5-02-006506-4.
Kamdun.josuji;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Kamenka;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. I. ISBN: 5-02-006507-2.
Kamiji;paper;Yodo T., Yamashita T., Sado T., Takemura I. & Kimura S.. 2000. Fish fauna of the rivers in the Shima Region, Mie Prefecture, Central Japan. Japanese Journal of Ichthyology, 48: 27-40.
Kaminokawa;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Kamo;paper;Yodo T., Yamashita T., Sado T., Takemura I. & Kimura S.. 2000. Fish fauna of the rivers in the Shima Region, Mie Prefecture, Central Japan. Japanese Journal of Ichthyology, 48: 27-40.
Kampar;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Kampar;paper;Fithra & Siregar. 2010. Fishes Biodiversity of Kampar River. An Inventory from Kampar Kanan River. Journal of environmental sciences. 2:139-147
Kampar;paper;Ng & Ng 1998. A revision of the South-east Asian catfish genus Silurichthys. Journal of Fish Biology (1998) 52, 291–333
Kampar;paper;Ng 2003. A review of the Ompok hypophthalmus group of silurid catfishes with the description of a new species from South-East Asia. Journal of Fish Biology (2003) 62, 1296–1311
Kampar;book;Roberts T. 1989. The Freshwater fishes of Western Borneo (Kalimantan Barat, Indonesia). California Academy of Science, San Francisco
Kampar;paper;Tan & Ng 2000. The catfishes of central Sumatra. Jouranl of Natural History, 34:267-303
Kampar;paper;Tjakrawidjaja 2000. Study on the peat mining impact on fish diversity in Bengkalis, Riau. Berita Biologi, 5:323-330
Kampar;paper;Wibomo et al 2009. Physical, chemical and biological parameters as a specific habitat of clown knife fish (Chitala lopis). J. Lit. Perikan. Ind. 15:13-21
Kampar;PhD.Thesis;Zakaria Ismail, 1989. Systematics, zoogeography and conservation of the freshwater fishes of peninsular Malaysia. PhD. Thesis. Colorado State University, Fort Collins, Colorado
Kanakarayan.Aru;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kanariktok;book;Scott W.B. & Crossman E.J.. 1974. Poissons d'eau douce du Canada. Ministère de l'Environnement, Canada, 184: 1026 p.                           
Kangikadichi.Aar;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kangp.o;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Kangsu.josuji;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Kanita;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Kano;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Kantalai.basin;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kaoping;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Kaoping;paper;Liang S.H., Wu H.P. & Shieh B.S.. 2005. Size Structure, Reproductive Phenology, and Sex Ratio of an Exotic Armored Catfish (Liposarcus multiradiatus) in the Kaoping River of Southern Taiwan. Zoological Studies, 44: 252-259.
Kaoping;paper;Tzeng C.S.. 1986. Distribution of the Freshwater Fishes of Taiwan. Journal of Taiwan Museum, 39: 127-146.
Kapuas;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Kapuas;report;FAO. 1985. River Fisheries. FAO Fisheries Technical Paper
Kapuas;online.database;"Fishbase; www.fishbase.org (cunsulted in 2013)"
Kapuas;book;Inger & Kong. 1962. The freshwater fishes of North Borneo with a supplementary chapter by Chin Phui Kong. Natural History Publications, Kota Kinabalu, Borneo
Kapuas;paper;Kottelat, M. 1995. Four new species of fishes from the middle Kapuas Basin, Indonesian Borneo (Osteichthyes: Cyprinidae and Belontiidae). Raffles Bull. Zool. 51-64
Kapuas;paper;Ng & Ng 1998. A revision of the South-east Asian catfish genus Silurichthys. Journal of Fish Biology (1998) 52, 291–333
Kapuas;paper;Ng & Ng 2001. A revision of the akysid catfish genus Acrochordonichthys Bleeker. Journal of Fish Biology (2001) 58, 386–418
Kapuas;paper;Ng & Rachmatika 1999. THE CATFISHES (TELEOSTEI: SILURIFORMES) OF BENTUANG KARIMUN NATIONAL PARK, WEST KALIMANTAN, INDONESIA. THE RAFFLES BULLETIN OF ZOOLOGY 1999 47(1): 167-183
Kapuas;paper;Ng 2003. A review of the Ompok hypophthalmus group of silurid catfishes with the description of a new species from South-East Asia. Journal of Fish Biology (2003) 62, 1296–1311
Kapuas;book;Roberts T. 1989. The Freshwater fishes of Western Borneo (Kalimantan Barat, Indonesia). California Academy of Science, San Francisco
Kapuas;paper;Tan & Ng 2000. The catfishes of central Sumatra. Jouranl of Natural History, 34:267-303
Kapuas;paper;Tan & Ng 2006. Six new species of fighthing fish from Borneo. Ichthyol. Explor. Freshwaters, 17:97-114
Kapuas;paper;Tan é Kottelat 1998. Two new species of Betta from the Kapuas basin, Kalimantan Barat, Borneo. The Raffle Bulletin of zoology, 46:41-51
Kapuas;paper;Wibomo et al 2009. Physical, chemical and biological parameters as a specific habitat of clown knife fish (Chitala lopis). J. Lit. Perikan. Ind. 15:13-21
Kapuas;PhD.Thesis;Zakaria Ismail, 1989. Systematics, zoogeography and conservation of the freshwater fishes of peninsular Malaysia. PhD. Thesis. Colorado State University, Fort Collins, Colorado
Karagan.Oya;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Karamana;paper;Abraham et al. 2011. Freshwater fish fauna of the Ashambu Hills landscape, southern Western Ghats, India, with notes on some range extensions. Journal of Threatened Taxa | www.threatenedtaxa.org | March 2011 | 3(3): 1585-1593
Karambalan.Oya;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Karambe.Ara;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Karamea;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Karamenderes;paper;Balik S. 1995. Freshwater fish in Anatolia, Turkey. Biological Conservation, 72:213-223
Karamenderes;book;Geldiay R. & Balik S. 1996. Turkiye Tatlisu Baliklari. Ege Universitesi Su Urunleri Fakultesi Yayinlari No: 46. Ders Kitabi Dazini No:16. 532p.
Karanda.Oya;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Karangarua;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Karatararivier;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Kargi;paper;Küçük F.R. & Ikiz R.. 2004. Antalya Körfezi'ne Dökülen Akarsularin Balik Faunasi. Su Ürünleri Dergisi, 21: 287-294.
Kariegarivier;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Kariyamgode;PhD.Chapter;Biju CR. 2010. CURRENT STATUS AND DISTRIBUTION OF FISH FAUNA OF NORTHERN KERALA (Chapter 2). In : Habitat and distribution of hill stream fishes of Northern Kerala (North of Palghat Gap), PhD. Thesis.  Mahatma Gandhi University. http://shodhganga.inflibnet.ac.in/handle/10603/363
Karja;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Karjaste;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Karouabo;book;Keith P., Le Bail P.Y. & Planquette P.. 2000. Atlas des poissons d'eau douce de Guyane. Tome 2, fascicule I. Batrachoidiformes, Mugiliformes, Beloniformes, Cyprinodontiformes, Synbranchiformes, Perciformes, Pleuronectiformes, Tetraodontiformes. Patrimoine
Karouabo;book;Le Bail P.Y., Keith P. & Planquette P.. 2000. Atlas des poissons d'eau douce de Guyane. Tome 2, fascicule II: Siluriformes. Patrimoines Naturels (M.N.H.N./S.P.N.), 43(II): 307 p.
Karouabo;paper;Merigoux S, Ponton D, de Merona B 1998. Fish richness and species habitat relationships in two coastal streams of french Guiana, South America. Environmental Biology of Fishes, 51:25-39
Karouabo;book;Planquette P., Keith P. & Le Bail P.Y.. 1996. Atlas des poissons d'eau douce de Guyane (tome 1). Collection du Patrimoine Naturel, vol. 22. IEGB - M.N.H.N.. INRA, CSP, Min. Env., Paris, 429 p.
Karpuz;paper;Küçük F.R. & Ikiz R.. 2004. Antalya Körfezi'ne Dökülen Akarsularin Balik Faunasi. Su Ürünleri Dergisi, 21: 287-294.
Karuah;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Karujarv;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Karunde.Ara;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kas;online.database;http://databasin.org/ or http://www.fundacionoga.org.ar/index.html or http://www.mnrj.ufrj.br/ (all sources consulted in 2013)
Kasab;paper;Doadrio I.. 1994. Freshwater fish fauna of North Africa and its biogeography. Annales du Musée Royal d'Afrique Centrale, 275: 21-34.
Kasari;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Kasi.chon;book;Choi K.C., Jeon S.R., Kim I.S. & Son Y.M.. 1990. Colored Illustrations of the Freshwater Fish of Korea. Hyangmoon Publishing Co., Seoul. 277 p.
Katase;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Katupila.Ara;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kauaeranga;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kaunispe;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Kaupokonui;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kavlingean;report;Gärdenfors U.. 2000. Rödlistade arter i Sverige 2000. ArtDatabanken, Uppsala.
Kawajiri;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Kawakawa;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kawatana;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Kearney.lake;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Keep;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Keep;online.database;"Fish Atlas of North Australia; http://www.jcu.edu.au/archive/actfr_old_Projects/FishAtlas/Index.htm (consulted in 3013)"
Keep;report;Larson H.. 1999. Keep River Aquatic Fauna Survey. Research Report No. 4, Museums and Art Galleries of the Northern Territory.
Kei;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Kei;paper;Teugels G.G., Guégan J.F. & Albaret J.J. (Eds). 1994. Biological diversity in African fresh- and brackish water fishes. Geographical overviews - Symposium Paradi. Annales du Museum royal d'Afrique Centrale, Zoologie, 275: 95-131. 
Keila;book;Ojaveer et al. 2003. Fishes of Estonia. Estonian Academy Publishers, Tallin, Estonia
Kelani.Ganga;book;Pethiyagoda 1991 Freshwater fishes of Sri Lanka. The Wildlife Heritage Trust of Sri Lanka. Sri Lanka
Kelantan;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Kelantan;paper;Esa et al. 2008. Mitochondrial DNA Diversity of Tor tambroides Valenciennes (Cyprinidae) from Five Natural Populations in Malaysia. Zoological Studies 47(3): 360-367 (2008)
Kelantan;paper;Lee & Ng 1994. The systematics and ecology of snakeheads (Pisces: Channidae) in Peninsular Malaysia and Singapore. Hydrobiologia 285: 59-74
Kelantan;report;Lee et al. 1993. Database of freshwater fishes of peninsular Malaysia. AWB Publication N°93
Kelantan;book;Moshin & Ambak 1983. Freshwater fishes of peninsular Malaysia. Penerbit Universiti Pertanian Malaysia
Kelantan;paper;Ng & Ng 2001. A revision of the akysid catfish genus Acrochordonichthys Bleeker. Journal of Fish Biology (2001) 58, 386–418
Kelantan;report;Rohasliney. 2010. Status of River Fisheries in Kelantan, Peninsular Malaysia, Malaysia. World Academy of Science, Engineering and Technology 41 2010
Kelantan;PhD.Thesis;Zakaria Ismail, 1989. Systematics, zoogeography and conservation of the freshwater fishes of peninsular Malaysia. PhD. Thesis. Colorado State University, Fort Collins, Colorado
Kelasuri;paper;Ninua N.S. & Japoshvili B.O. 2008. Checklist of fishes of Georgia. Proceedings of the Institute of Zoology, XXIII:163-176
Keliling;paper;Ng H.H., Tan H.H. & Lim K.P.K.. 1999. The inland fishes of Pulau Tioman, peninsular Malaysia. The Raffles Bulletin of Zoology, 6: 169-187.
Kellett;book;Scott W.B. & Crossman E.J.. 1974. Poissons d'eau douce du Canada. Ministère de l'Environnement, Canada, 184: 1026 p.                           
Kemijoki;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. I. ISBN: 5-02-006507-2.
Kemijoki;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. II. ISBN: 5-02-006506-4.
Kemp.Welch;book;Allen GR. 1991. Field guide to the freshwater fishes of New Guinea. Christiensen Research Institute. Publication No.9. Madang, Papua New Guinea
Kemp.Welch;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Kendawangan;paper;Hadiaty 2001. Iktiofauna in Muara Kendawangan Reserve Nature, West Kalimantan. Jurnal lktiologi lndonesia, Vol. l, No. 2, Th. 2001: l-9
Kennebec;online.database;NatureServe. 2010. Digital Distribution Maps of the Freshwater Fishes in the Conterminous United States. Version 3.0. Arlington, VA. U.S.A. (http://www.natureserve.org/getData/fishMaps.jsp)
Kennebec;report;Vanderweide H.. 1986. The Fisheries Resources of the Kennebec River. Friends of Merrymeeting Bay, Richmond, Maine, http://www.link75.org/mmb/Cybrary/kenfish/krfish.html.
Kent;online.database;"Atlas of Living Australia; http://spatial.ala.org.au/webportal/ (consulted in 2013)"
Kent;report;Morgan D.L., Gill H.S. & Potter I.C.. 1998. Distribution, identification and biology of freshwater fishes in south-western Australia. Records of the Western Australian Museum Supplement, 56: 97 p.
Kereu;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kerian;paper;Isa et al. 2010. Length – weight Relationships of Freshwater Fish Species in Kerian River Basin and Pedu Lake. Research Journal of Fisheries and Hydrobiology, 5(1): 1-8, 2010
Kerian;paper;Shah et al. 2006. A RECENT SURVEY OF FRESHWATER FISHES OF THE PAYA BERIAH PEAT SWAMP FOREST, NORTH PERAK, MALAYSIA. Jurnal Biosains, 17(1), 51–64, 2006
Kerikeri;online.database;"NIWA (extracted on septembre 2012); http://fwdb.niwa.co.nz"
Kerman;book;Abdoli A. 2000. The Inland water fishes of Iran. Gorgan University
Kersang;paper;Lee & Ng 1994. The systematics and ecology of snakeheads (Pisces: Channidae) in Peninsular Malaysia and Singapore. Hydrobiologia 285: 59-74
Kersang;report;Lee et al. 1993. Database of freshwater fishes of peninsular Malaysia. AWB Publication N°93
Kersang;PhD.Thesis;Zakaria Ismail, 1989. Systematics, zoogeography and conservation of the freshwater fishes of peninsular Malaysia. PhD. Thesis. Colorado State University, Fort Collins, Colorado
Kesen;book;Matsuura et al. 2000. Distribution of freshwater fishes in Japan. Supplement to the catalogue of the freshwater fish collection in the National Science Museum, Tokyo. National Science Museum, Tokyo
Keta.Lagoon;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Keuprotchay;book;Geldiay R. & Balik S. 1996. Turkiye Tatlisu Baliklari. Ege Universitesi Su Urunleri Fakultesi Yayinlari No: 46. Ders Kitabi Dazini No:16. 532p.
Keuprotchay;paper;Küçük F.R. & Ikiz R.. 2004. Antalya Körfezi'ne Dökülen Akarsularin Balik Faunasi. Su Ürünleri Dergisi, 21: 287-294.
Keurbooms;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
Keurbooms;report;Impson N.D., Bills I.R. & Cambray J.A.. 2000. State of Biodiversity: Western Cape Province, South Africa Freshwater Fishes. Western Cape State of Biodiversity 2000, 20 p.
Keurbooms;paper;Teugels G.G., Guégan J.F. & Albaret J.J. (Eds). 1994. Biological diversity in African fresh- and brackish water fishes. Geographical overviews - Symposium Paradi. Annales du Museum royal d'Afrique Centrale, Zoologie, 275: 95-131. 
Keziv;paper;Goren M. & Ortal R.. 1999. Biogeography, diversity and conservation of the inland water fish communities in Israel. Biological Conservation, 89: 1-9.
Khanan;unpub.data;Kangrang & Beamish. Estimating numbers of fish species in Thailand Rivers. Unpublished paper
Khatanga;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. I. ISBN: 5-02-006507-2.
Khatanga;book;Reshetnikov Y.S.. 2002. Atlas of Russian Freshwater Fishes. Moscow Nauka, Vol. II. ISBN: 5-02-006506-4.
Khawr.Arba.at;online.database;"Faunafri; http://www.poissons-afrique.ird.fr/drupal/faunafri (consulted in 2013)"
